Position,Instructions,Size,Priority,Working Class
5,1008.371445,774,3,20
5,2170.503364,1257,3,20
5,1995.783986,534,3,20
5,1601.847247,700,1,23
5,2284.037002,1008,1,23
5,1315.888468,735,1,23
5,1495.794938,496,1,23
5,1630.236768,647,1,23
5,1058.279802,922,1,23
5,2486.675747,631,1,23
5,1351.817577,710,1,23
5,2287.156329,860,1,23
5,1572.459778,865,1,23
5,1631.473156,1493,1,23
5,1663.517838,1128,1,23
5,2146.840534,925,1,23
5,1223.815575,421,1,23
5,2350.796614,951,1,23
5,1763.860436,471,1,23
5,1898.951532,458,1,23
5,1704.062137,1365,1,23
5,1355.974439,616,1,23
5,1403.759506,514,1,23
5,1234.840446,427,1,23
5,1004.277356,558,1,23
5,2420.774665,605,1,23
5,2235.933535,842,1,23
5,1642.971871,1309,1,23
5,1890.918433,1370,1,23
5,1157.962347,1006,1,23
5,2188.72719,1124,1,23
5,1392.026094,791,1,23
5,899.8016468,1150,1,23
5,864.4703667,1011,1,23
5,2319.897385,1045,1,23
5,904.4477666,933,1,23
5,2119.006623,861,1,23
5,1230.92406,921,1,23
5,1812.227318,1217,1,23
5,2489.266459,1230,1,23
5,1008.304275,778,2,22
5,1796.835798,511,2,22
5,1174.713658,1371,2,22
5,1474.786758,440,2,22
5,1604.723744,1278,2,22
5,953.0758407,1176,2,22
5,2050.062037,1094,2,22
5,2200.203734,458,2,22
5,1256.136678,1453,2,22
5,1668.814653,595,2,22
5,2373.269173,1385,2,22
5,2349.407112,790,2,22
5,1958.046875,1318,2,22
5,2445.018375,1047,2,22
5,1194.77364,1189,2,22
5,1361.915708,1266,2,22
5,2168.532906,1477,2,22
5,1226.276769,1380,2,22
5,1811.943132,1178,2,22
5,824.0315164,1249,2,22
5,1452.846832,1400,2,22
5,2259.110187,839,2,22
5,1293.620868,865,2,22
5,1758.560481,920,2,22
5,1223.246844,1261,2,22
5,1822.057928,658,3,20
5,1058.330731,846,3,20
5,945.4190598,1457,3,20
5,1717.806283,1449,3,20
5,1521.580263,659,3,20
5,1018.107395,1265,3,20
5,1632.616098,667,3,20
5,797.53923,1395,3,20
5,1610.044563,431,3,20
5,2280.698723,985,3,20
5,1496.359948,1380,3,20
5,2478.026481,943,3,20
5,2040.379631,537,3,20
5,935.1829469,436,3,20
5,1969.768292,1018,3,20
5,1214.656068,1194,3,20
5,1513.982992,1311,3,20
5,1508.359617,1192,3,20
5,1149.19965,1158,3,20
5,1282.771171,482,3,20
5,2252.993968,552,3,20
5,2209.92122,1237,3,20
5,994.393937,762,3,20
5,1177.199679,1005,3,20
5,2343.985851,1274,3,20
5,1885.309934,942,3,20
5,2122.064083,772,3,20
5,1407.565712,954,3,20
5,1743.398069,605,3,20
5,1757.248229,859,3,20
5,1666.29237,1002,3,20
5,1188.787169,865,3,20
5,1914.967552,474,3,20
5,1872.854747,1110,3,20
5,2429.806407,420,3,20
5,1041.081971,653,3,20
5,1774.845743,1018,3,20
5,978.3329649,1135,3,20
5,1420.088924,782,3,20
5,1740.155167,1024,3,20
5,1863.299016,996,3,20
5,1499.431257,628,3,20
6,1221.942732,2046,1,24
6,1018.988615,2361,1,24
6,2449.565714,5135,1,24
6,1510.413516,4408,1,24
6,1777.509917,1628,1,24
6,1122.986113,5415,1,24
6,2123.078907,3454,1,24
6,2127.613676,5827,1,24
6,964.7707184,6032,1,24
6,823.9868955,5154,1,24
6,2060.538873,4425,1,24
6,1182.610176,2784,1,24
6,2092.488912,4415,1,24
6,2296.575776,4679,1,24
6,1941.859967,1841,1,24
6,2138.769462,5622,1,24
6,857.0132934,6089,1,24
6,1546.666427,2451,1,24
6,2087.302638,2263,1,24
6,975.1560792,3503,1,24
6,1170.350249,5425,1,24
6,864.5111158,3472,1,24
6,2239.554662,5645,1,24
6,2105.918624,2068,1,24
6,1200.114425,6180,1,24
6,864.8483926,2885,1,24
6,2152.190911,4258,1,24
6,1978.825461,5674,1,24
6,1651.320837,1910,1,24
6,1629.511801,3811,1,24
6,829.5921867,5261,1,24
6,1046.853006,1715,1,24
6,1893.726899,1602,1,24
6,1531.156438,5720,1,24
6,2267.643586,4363,1,24
6,1388.77071,6032,2,35
6,2228.713159,4598,2,35
6,779.9711652,5449,2,35
6,1173.118042,5064,2,35
6,1237.009743,1551,2,35
6,1565.449449,3729,2,35
6,1125.643888,5781,2,35
6,1999.90664,1516,2,35
6,2050.734092,6044,2,35
6,1322.868389,3689,2,35
6,1171.37565,3914,2,35
6,1788.390586,3812,2,35
6,2373.084119,4214,2,35
6,2122.08295,5540,2,35
6,1164.585907,5954,2,35
6,1317.695974,2652,2,35
6,778.3606314,2031,2,35
6,2364.692084,1519,2,35
6,783.4181053,4986,2,35
6,2010.174613,1928,2,35
6,1772.662515,1887,2,35
6,1720.748747,3382,2,35
6,1672.471201,4974,2,35
6,1477.815912,2108,2,35
6,1815.761769,5784,2,35
6,1539.986677,4405,2,35
6,2394.349071,5060,2,35
6,1855.49549,2699,2,35
6,2250.385955,2666,2,35
6,1658.117434,2969,2,35
6,1702.067252,4081,2,35
6,2433.802786,3293,2,35
6,1243.487926,1825,2,35
6,1175.570981,5974,2,35
6,2146.323959,4348,2,35
6,889.2046844,1743,2,35
6,1855.380421,4789,2,35
6,1326.865286,2697,2,35
6,1705.114943,4975,2,35
6,830.6277437,4504,2,35
6,1091.739147,5684,2,35
6,1955.660611,5118,3,36
6,1220.643293,4862,3,36
6,1393.008145,4483,3,36
6,1597.526683,2568,3,36
6,1201.620557,4859,3,36
6,1060.663848,1814,3,36
6,2384.7496,1782,3,36
6,1236.792906,5436,3,36
6,2009.144968,4303,3,36
6,1887.904469,3094,3,36
6,1553.328275,2336,3,36
6,1052.796232,6170,3,36
6,1893.958178,6138,3,36
6,1310.672168,2868,3,36
6,1899.14405,4907,3,36
6,2005.284971,4971,3,36
6,914.1155273,1926,3,36
6,2063.827443,3851,3,36
6,2363.115941,3277,3,36
6,2020.6192,4073,3,36
6,1803.644381,3045,3,36
6,1374.068988,2577,3,36
6,1635.858737,3594,3,36
6,1791.246096,3078,3,36
6,1661.249853,2209,3,36
6,988.3154932,4874,3,36
6,1290.013874,2962,3,36
6,1820.519224,2048,3,36
6,1388.149668,5356,3,36
6,1447.913698,3943,3,36
6,1911.548352,5340,1,24
6,1748.028939,4194,1,24
6,2351.192546,2708,1,24
6,1474.813685,1842,1,24
6,1713.541682,4652,1,24
6,1976.775955,4127,1,24
6,2378.482842,3490,1,24
6,1362.121227,1940,1,24
6,2360.635311,4663,1,24
6,1044.689015,3204,1,24
6,1160.479223,3152,1,24
6,1761.111936,5620,1,24
6,887.4494096,4993,1,24
6,1249.67736,2704,1,24
6,2234.856436,3712,1,24
6,2435.017944,3074,1,24
6,2342.490634,3283,1,24
6,2357.764989,3873,1,24
6,2311.549418,3886,1,24
6,1487.378442,3537,1,24
6,982.4218834,1799,1,24
6,1953.044881,2850,1,24
6,1550.926758,2265,1,24
6,2211.78413,3131,1,24
6,781.9032112,5418,1,24
6,2001.574917,6131,1,24
6,783.0121831,6008,1,24
6,1097.193056,3349,1,24
6,1159.245533,2031,1,24
6,1440.644399,4172,1,24
6,1615.120782,3105,1,24
6,2261.940663,1917,1,24
6,1888.517908,3938,1,24
6,1465.656018,4620,1,24
6,904.5652769,2582,1,24
6,1506.79377,4558,1,24
6,1509.827898,2301,1,24
6,2022.803978,1613,1,24
6,2300.746247,5360,1,24
6,953.1783248,2940,1,24
6,1121.243825,3903,2,35
6,2085.785027,1904,2,35
6,1549.322212,3541,2,35
6,1099.58146,2946,2,35
6,1903.42506,1624,2,35
6,1694.72692,2461,2,35
6,1814.530813,2412,2,35
6,1184.144336,4747,2,35
6,2287.957507,2214,2,35
6,1456.200936,5805,2,35
6,2254.508198,5539,2,35
6,2184.468402,3259,2,35
6,1327.5002,3834,2,35
6,1576.342462,4506,2,35
6,1190.805661,4839,2,35
6,1616.000822,4324,2,35
6,863.3721434,5029,2,35
6,2355.759878,2100,2,35
6,2454.674843,5029,2,35
6,2077.752109,5273,2,35
6,1087.053727,5745,2,35
6,1820.699027,4157,2,35
6,1389.19692,6046,2,35
6,993.0191821,2550,2,35
6,1451.855345,5955,2,35
6,1769.603637,4904,2,35
6,1383.986412,5492,2,35
6,1799.60976,5586,2,35
6,2284.900236,5295,2,35
6,2044.292754,5746,2,35
6,2007.533684,4394,3,36
6,1134.605205,3504,3,36
6,1706.843731,3169,3,36
6,1795.4947,2497,3,36
6,2150.858861,3956,3,36
6,1827.626248,4912,3,36
6,2205.58415,6120,3,36
6,1984.98789,5648,3,36
6,2439.18062,2758,3,36
6,1418.569951,4518,3,36
6,923.5375393,2274,3,36
6,1935.718523,3006,3,36
6,1276.475884,5397,3,36
6,1878.170922,4251,3,36
6,856.1058301,2615,3,36
6,2231.920194,2505,3,36
6,829.2613173,3014,3,36
6,988.0376741,5375,3,36
6,1388.57877,6116,3,36
6,2419.792057,3009,3,36
6,1569.516154,4042,3,36
6,1540.957051,5507,3,36
6,1209.322283,1977,3,36
6,2366.460667,5439,3,36
6,2309.426535,5851,3,36
6,2494.947909,4627,3,36
6,1209.869581,2728,3,36
6,1934.105369,2090,3,36
6,2433.129497,4085,3,36
6,866.0712365,2120,3,36
6,1734.071208,4213,3,36
6,1132.953115,5043,3,36
6,1472.377165,5283,3,36
6,1223.126821,5189,3,36
6,1112.2359,2958,3,36
6,1604.494516,2108,3,36
6,2409.759218,1530,3,36
6,1762.772823,5150,1,24
6,1495.249445,1931,1,24
6,2075.431249,4215,1,24
6,1087.670336,3188,1,24
6,2281.828982,2457,1,24
6,1512.261045,4283,1,24
6,2410.772187,3556,1,24
6,2488.879768,3109,1,24
6,884.7555621,2460,1,24
6,1498.34502,5106,1,24
6,1750.712114,5445,1,24
6,2353.774739,3360,1,24
6,888.941442,3424,1,24
6,1988.728886,5824,1,24
6,2359.411837,1695,1,24
6,1397.631375,5286,1,24
6,1026.138415,3963,1,24
6,1857.717926,1515,1,24
6,1256.317734,2466,1,24
6,2057.986876,3728,1,24
6,1761.562487,4473,1,24
6,1154.324757,3149,1,24
6,821.0938712,3002,1,24
6,950.0796142,1925,1,24
6,1942.468694,5989,1,24
6,1784.015604,2685,1,24
6,2185.413675,4055,1,24
6,2418.12679,4628,1,24
6,2147.356074,2607,1,24
6,1415.181992,4870,1,24
6,1789.183888,2898,1,24
6,1324.436563,1669,1,24
6,1193.602015,1569,1,24
6,871.6186651,1876,1,24
6,1808.305786,4414,1,24
6,1856.848459,5813,1,24
6,1604.007315,3697,1,24
6,2211.858329,1699,1,24
6,1006.376012,4595,1,24
6,1016.882277,3454,1,24
6,2417.023028,5699,1,24
6,1952.609502,4227,1,24
6,2305.808769,2587,1,24
6,1070.742422,2828,1,24
6,1969.299493,5312,2,35
6,1036.773854,1636,2,35
6,2025.912902,2253,2,35
6,833.4832111,4297,2,35
6,826.403485,5768,2,35
6,1270.640124,2904,2,35
6,1155.184357,4956,2,35
6,950.2294889,6111,2,35
6,1489.289279,2910,2,35
6,831.221986,3407,2,35
6,1538.412466,4389,2,35
6,2111.11357,1847,2,35
6,1047.323704,5798,2,35
6,1412.288173,5927,2,35
6,1563.977885,5626,2,35
6,2487.750162,5652,2,35
6,1622.158797,3262,2,35
6,1387.391122,5179,2,35
6,1604.958235,5037,2,35
6,1378.903411,4976,2,35
6,2179.763559,3110,2,35
6,1793.737309,3131,2,35
6,2239.030599,2507,2,35
6,1115.305264,3216,2,35
6,913.4240626,2051,2,35
6,1611.1082,4182,2,35
6,2487.721786,4384,2,35
6,2194.127071,4638,2,35
6,2142.876437,4276,2,35
6,1241.858395,4550,2,35
6,2417.096838,1862,2,35
6,2485.753564,5817,2,35
6,1030.143983,3373,2,35
6,1574.778658,2368,2,35
6,1322.198498,5245,2,35
6,1478.100002,2178,2,35
6,1292.072274,2654,2,35
6,859.4718039,1727,2,35
6,1405.34037,3243,2,35
6,2080.161402,2192,2,35
6,1656.308372,4815,2,35
6,2306.422097,5573,3,36
6,2449.682693,2638,3,36
6,2226.101597,2475,3,36
6,1806.853805,2863,3,36
6,1591.250021,4245,3,36
6,2470.628458,6068,3,36
6,932.6945282,3293,3,36
6,928.1685003,1615,3,36
6,905.9307646,2213,3,36
6,960.1433061,5948,3,36
6,1296.787341,2913,3,36
6,2028.43561,4910,3,36
6,1244.783792,5439,3,36
6,892.0362616,2469,3,36
6,2110.689211,1763,3,36
6,1505.381871,5459,3,36
6,1381.193747,5250,3,36
6,856.9847445,2527,3,36
6,2160.286376,2499,3,36
6,1289.524764,2071,3,36
6,1322.614202,4776,3,36
6,963.833623,4547,3,36
6,1601.266144,4162,3,36
6,2117.842275,3017,3,36
6,841.4228044,3449,3,36
6,870.9666379,2156,3,36
6,2450.425365,5671,1,24
6,1312.648261,4676,1,24
6,1150.046532,3874,1,24
6,1665.362943,3801,1,24
6,2208.096665,6040,1,24
6,1545.394823,6156,1,24
6,978.8390057,4727,1,24
6,2026.636843,4356,1,24
6,1182.066391,2770,1,24
6,2226.3411,3459,1,24
6,2333.130742,5456,1,24
6,956.9471094,4927,1,24
6,1510.036702,3949,1,24
6,1981.169667,6015,1,24
6,2245.169556,2834,1,24
6,2247.11466,5875,1,24
6,2049.477198,5472,1,24
6,2426.885183,4653,1,24
6,1103.978005,3563,1,24
6,2330.090179,2121,1,24
6,2294.870558,2695,1,24
6,2396.052944,4102,1,24
6,2113.337677,4499,1,24
6,1390.0055,2574,1,24
6,2409.400111,5285,1,24
6,896.6708495,4819,1,24
6,783.5806479,5456,1,24
6,1615.488937,3735,1,24
6,815.985096,1777,1,24
6,2107.427546,3422,2,35
6,1712.796967,5015,2,35
6,989.5266249,1879,2,35
6,1807.822962,5792,2,35
6,985.2266918,1789,2,35
6,1226.545567,2763,2,35
6,1769.12293,5258,2,35
6,2176.064913,4301,2,35
6,1563.382703,2947,2,35
6,1389.6767,3599,2,35
6,807.4614633,2344,2,35
6,2152.480138,3808,2,35
6,1679.675353,5418,2,35
6,2032.287858,1866,2,35
6,1622.891238,5656,2,35
6,1918.912315,3022,2,35
6,987.8966162,2731,2,35
6,1276.341811,3028,2,35
6,1423.399176,3423,2,35
6,1489.956096,2095,2,35
6,2458.959926,1813,2,35
6,1413.670786,5952,2,35
6,1602.082254,4948,2,35
6,1369.958371,2588,2,35
6,2215.553154,2090,2,35
6,2100.991175,2898,2,35
6,1177.161089,4701,2,35
6,1225.55642,5482,2,35
6,1704.123894,2448,2,35
6,1802.751141,2723,2,35
6,1183.13595,4522,2,35
6,937.5464735,2296,2,35
6,1997.106924,1562,2,35
6,2412.153996,5032,2,35
6,2129.327272,4967,2,35
6,1237.363818,6119,2,35
6,1886.441881,4910,2,35
6,976.9680753,4709,3,36
6,1022.733478,2226,3,36
6,1213.622837,2180,3,36
6,2291.626852,4738,3,36
6,787.6679276,4131,3,36
6,1782.210174,5502,3,36
6,899.0602891,3564,3,36
6,1787.48372,6169,3,36
6,2492.852441,4137,3,36
6,938.2634625,4695,3,36
6,1749.460673,4661,3,36
6,2390.943394,3997,3,36
6,815.5237403,4379,3,36
6,1246.726058,3732,3,36
6,1701.733249,2602,3,36
6,1012.036738,2830,3,36
6,1663.85983,3409,3,36
6,1909.118105,5326,3,36
6,1540.237284,3727,3,36
6,1526.277361,4796,3,36
6,2330.049062,4182,3,36
6,2038.18517,5210,3,36
6,1916.66293,5928,3,36
6,1366.171486,2465,3,36
6,1012.830771,5847,3,36
6,1934.387387,4820,3,36
6,1589.049024,3596,3,36
6,2088.280514,6177,3,36
6,1951.960076,3683,3,36
6,1431.174781,2552,3,36
6,1438.914808,3462,3,36
6,2261.64112,2514,3,36
6,1835.677322,5315,3,36
6,2257.982813,2826,3,36
6,1128.664368,1511,3,36
7,2629.851559,290,1,18
7,2624.365617,240,1,18
7,2759.299361,302,1,18
7,2705.20219,363,1,18
7,2892.571629,138,1,18
7,2796.842307,273,1,18
7,2597.463581,7,1,18
7,3065.489301,239,1,18
7,2567.106945,248,1,18
7,2584.347837,328,1,18
7,2688.050703,389,1,18
7,3092.991864,256,1,18
7,2713.55395,297,1,18
7,2505.988464,269,1,18
7,2512.297727,397,1,18
7,3067.486046,331,1,18
7,3076.416914,121,1,18
7,2862.81068,81,1,18
7,2924.836039,114,1,18
7,2734.694674,144,1,18
7,2559.437497,141,1,18
7,3039.041872,387,1,18
7,3032.572992,258,1,18
7,3010.153581,116,1,18
7,2926.333976,324,1,18
7,2878.537535,124,1,18
7,2792.65555,83,1,18
7,2597.108775,230,1,18
7,3009.184379,63,1,18
7,2524.840646,249,1,18
7,2666.727307,108,1,18
7,2871.385952,124,1,18
7,2924.221527,340,1,18
7,2507.867557,225,1,18
7,3052.220014,98,1,18
7,2700.610167,124,1,18
7,2641.940764,144,2,40
7,2588.627901,374,2,40
7,2684.884897,91,2,40
7,3098.455127,91,2,40
7,2973.262734,68,2,40
7,2537.924781,387,2,40
7,2557.592501,293,2,40
7,2924.924243,128,2,40
7,2810.794128,352,2,40
7,2760.973496,94,2,40
7,2965.966927,66,2,40
7,2801.702675,387,2,40
7,2582.672806,199,2,40
7,2647.706032,350,2,40
7,2819.488061,219,2,40
7,2568.505277,378,2,40
7,2915.647337,307,2,40
7,3019.609307,0,2,40
7,2887.306471,164,2,40
7,3095.399383,150,2,40
7,2777.075653,306,2,40
7,2696.272096,76,2,40
7,2792.107697,289,2,40
7,3094.479108,80,2,40
7,2618.029646,32,2,40
7,2977.88465,344,2,40
7,2796.951505,114,3,43
7,2993.513138,248,3,43
7,2565.831181,247,3,43
7,3056.877561,243,3,43
7,3007.722188,237,3,43
7,2573.144898,144,3,43
7,3076.993724,139,3,43
7,3048.731488,351,3,43
7,2932.05289,134,3,43
7,2626.439143,294,3,43
7,2923.277351,278,3,43
7,3026.258009,121,3,43
7,2875.526877,317,3,43
7,2727.335275,56,3,43
7,2861.547651,219,3,43
7,2923.038425,88,3,43
7,2608.344579,198,3,43
7,3049.979565,276,3,43
7,2809.193874,29,3,43
7,2861.565132,296,3,43
7,2847.846609,219,3,43
7,2732.101066,241,3,43
7,2704.914736,227,3,43
7,3064.128478,317,3,43
7,3051.222091,101,3,43
7,3020.273017,168,3,43
7,2622.953475,203,3,43
7,2972.232122,380,3,43
7,2517.114508,394,3,43
7,2790.282598,75,3,43
7,2549.899194,249,3,43
7,3043.079571,281,3,43
7,2519.720174,13,3,43
7,2799.92083,286,1,18
7,2867.175328,91,1,18
7,2637.293094,351,1,18
7,2971.378155,224,1,18
7,2883.846213,371,1,18
7,2834.385792,260,1,18
7,2970.272054,259,1,18
7,2836.731817,54,1,18
7,3027.775397,320,1,18
7,2735.781791,210,1,18
7,2608.995321,69,1,18
7,2830.154192,295,1,18
7,2681.214449,398,1,18
7,2859.289635,193,1,18
7,2811.624908,389,1,18
7,2708.164235,361,1,18
7,2957.246262,264,1,18
7,2527.972042,140,1,18
7,2839.668957,261,1,18
7,2964.372948,182,1,18
7,2893.41252,151,1,18
7,2518.646879,230,1,18
7,2565.01895,340,1,18
7,2554.380035,300,1,18
7,2755.558068,105,1,18
7,2574.157916,193,1,18
7,2517.575514,109,1,18
7,3052.745744,314,1,18
7,2976.88902,259,1,18
7,3043.969303,4,1,18
7,2942.268767,351,1,18
7,3056.530202,277,1,18
7,2687.961629,231,1,18
7,2504.39936,348,1,18
7,3035.431761,211,2,40
7,2658.793421,299,2,40
7,2559.676054,65,2,40
7,2720.020697,379,2,40
7,3088.612099,24,2,40
7,2661.231992,1,2,40
7,2624.165465,246,2,40
7,3036.662564,80,2,40
7,2744.115858,12,2,40
7,2634.206325,22,2,40
7,2946.83036,329,2,40
7,2883.099677,135,2,40
7,2870.700242,378,2,40
7,2605.116841,373,2,40
7,3048.137342,150,2,40
7,2841.065919,323,2,40
7,2520.518893,166,2,40
7,2884.631165,355,2,40
7,2988.261469,362,2,40
7,2701.705892,99,2,40
7,2501.822101,205,2,40
7,3043.910223,70,2,40
7,2686.526606,375,2,40
7,2681.218018,241,2,40
7,3066.081334,357,2,40
7,3011.094638,214,2,40
7,2648.747234,173,2,40
7,2516.227693,172,2,40
7,3074.578258,333,2,40
7,2887.802047,124,2,40
7,2806.242242,138,2,40
7,2931.804536,129,2,40
7,2613.779787,88,3,43
7,2696.961753,242,3,43
7,2699.852273,236,3,43
7,3011.173011,272,3,43
7,2629.048798,113,3,43
7,2746.295148,195,3,43
7,2583.294479,182,3,43
7,2575.539982,339,3,43
7,2658.090775,349,3,43
7,2677.911814,146,3,43
7,2950.568958,105,3,43
7,2546.529096,229,3,43
7,2899.984458,289,3,43
7,2881.294432,245,3,43
7,2597.18464,159,3,43
7,2911.419199,393,3,43
7,2526.981031,140,3,43
7,2632.495442,385,3,43
7,2913.520195,160,3,43
7,2987.056253,47,3,43
7,2844.592598,221,3,43
7,2884.492235,196,3,43
7,3085.632305,259,3,43
7,2993.633507,202,3,43
7,2579.095476,325,3,43
7,2956.306681,372,3,43
7,2946.278543,390,3,43
7,2806.484975,399,3,43
7,2535.134004,222,3,43
7,2844.090995,240,3,43
7,2943.243329,212,3,43
7,3058.472383,342,3,43
7,2551.418625,156,3,43
7,2851.987954,7,3,43
7,2966.051237,326,3,43
7,2668.807404,199,3,43
7,2522.980064,19,3,43
7,2833.80621,240,1,18
7,3086.278355,328,1,18
7,2763.42358,184,1,18
7,2500.784319,363,1,18
7,2897.483832,81,1,18
7,2554.676469,95,1,18
7,2841.986434,390,1,18
7,2643.71424,330,1,18
7,2862.571848,23,1,18
7,3077.17323,352,1,18
7,2929.43614,293,1,18
7,2666.698821,94,1,18
7,2799.35452,343,1,18
7,2885.214488,138,1,18
7,2717.453769,337,1,18
7,2529.095425,314,1,18
7,3000.52957,102,1,18
7,2874.165813,339,1,18
7,2507.758254,98,1,18
7,2595.216037,184,1,18
7,2831.36644,288,1,18
7,2734.77201,327,1,18
7,2762.47631,172,1,18
7,2572.279195,382,1,18
7,2648.958487,23,1,18
7,2954.635541,357,1,18
7,3060.730734,113,1,18
7,2879.960426,358,1,18
7,2601.42053,158,1,18
7,2518.395186,350,1,18
7,3024.099991,303,1,18
7,2966.713217,73,1,18
7,2776.579044,233,1,18
7,2619.381491,390,1,18
7,2566.029933,384,1,18
7,2611.414006,256,1,18
7,2575.582882,150,1,18
7,3061.609003,395,1,18
7,2660.143481,247,1,18
7,2516.89016,3,1,18
7,2670.626557,227,1,18
7,3007.152815,8,2,40
7,2756.173469,220,2,40
7,2643.254828,334,2,40
7,2653.657163,82,2,40
7,2831.943769,311,2,40
7,3028.968936,212,2,40
7,3045.477811,77,2,40
7,2544.007477,352,2,40
7,2568.573483,355,2,40
7,2621.185877,213,2,40
7,3098.865534,112,2,40
7,2895.649741,258,2,40
7,2835.380695,303,2,40
7,3096.152989,40,2,40
7,2826.456703,338,2,40
7,2679.825486,363,2,40
7,3095.209336,367,2,40
7,2854.500646,342,2,40
7,2585.51995,230,2,40
7,2574.42137,360,2,40
7,2775.060743,21,2,40
7,2650.738641,251,2,40
7,2927.563625,187,2,40
7,2903.284,185,2,40
7,3010.947669,326,2,40
7,3051.961048,27,2,40
7,2590.993601,225,2,40
7,2564.015221,229,2,40
7,3072.057781,128,2,40
7,2876.308657,326,2,40
7,2901.619993,84,2,40
7,2579.914586,344,2,40
7,2710.241267,169,2,40
7,2816.021481,28,2,40
7,2816.188332,117,2,40
7,3046.085683,62,2,40
7,2978.145819,65,2,40
7,2594.867175,46,3,43
7,2509.525606,192,3,43
7,2767.424441,211,3,43
7,2960.653794,340,3,43
7,2569.452436,326,3,43
7,2976.384948,202,3,43
7,2632.010551,42,3,43
7,2993.048182,150,3,43
7,2543.759921,61,3,43
7,3005.087127,284,3,43
7,3084.639958,254,3,43
7,2625.63613,329,3,43
7,2805.024494,57,3,43
7,2561.437022,306,3,43
7,2973.25498,242,3,43
7,2705.691772,50,3,43
7,2582.54908,299,3,43
7,2593.134531,332,3,43
7,3007.015185,203,3,43
7,2956.710382,204,3,43
7,2525.937379,242,3,43
7,2848.664866,360,3,43
7,2954.192475,291,3,43
7,2994.729877,294,3,43
7,2876.881196,382,3,43
7,2693.855057,50,3,43
7,2868.783052,77,3,43
7,2827.483141,278,3,43
7,3073.473918,244,1,18
7,2880.482763,185,1,18
7,2822.193404,372,1,18
7,2775.61899,200,1,18
7,2928.11258,21,1,18
7,2631.200727,385,1,18
7,3076.310147,143,1,18
7,2738.503815,91,1,18
7,2584.144385,295,1,18
7,3005.151088,6,1,18
7,2660.52454,119,1,18
7,2835.203056,141,1,18
7,2750.399954,235,1,18
7,2578.363396,360,1,18
7,2718.750152,16,1,18
7,2825.760859,196,1,18
7,2869.026397,340,1,18
7,2911.009508,204,1,18
7,3073.565398,123,1,18
7,2569.644501,22,1,18
7,2590.529686,16,1,18
7,2675.648397,36,1,18
7,2539.153511,225,1,18
7,3013.919913,159,1,18
7,2515.07868,142,1,18
7,2648.781543,274,1,18
7,2829.756136,169,1,18
7,3099.024218,330,1,18
7,2969.711428,359,1,18
7,2731.451244,352,1,18
7,2874.094517,264,1,18
7,2938.979136,207,1,18
7,2691.466677,133,1,18
7,2688.424871,69,2,40
7,3012.151992,319,2,40
7,2834.945203,342,2,40
7,2870.460892,181,2,40
7,2671.032645,48,2,40
7,2667.661818,65,2,40
7,2954.756431,242,2,40
7,2558.614991,233,2,40
7,2551.437051,361,2,40
7,2608.35544,397,2,40
7,2688.483118,297,2,40
7,2595.059917,162,2,40
7,2906.885294,210,2,40
7,2765.071981,344,2,40
7,2874.062864,233,2,40
7,2513.823411,289,2,40
7,2927.969393,110,2,40
7,2932.267606,219,2,40
7,3023.789799,375,2,40
7,2667.541718,267,2,40
7,2853.660774,35,2,40
7,2564.856189,342,2,40
7,3099.304342,319,2,40
7,2963.58189,245,2,40
7,2510.803767,341,2,40
7,3032.23566,381,2,40
7,2626.547091,295,2,40
7,2668.672259,132,2,40
7,2529.943202,363,2,40
7,2641.593981,302,2,40
7,2987.382928,193,2,40
7,2561.173939,356,2,40
7,2814.426454,51,2,40
7,2748.19959,57,2,40
7,2919.467239,209,2,40
7,3066.054378,400,2,40
7,2795.589346,252,2,40
7,3092.63159,19,2,40
7,2781.276907,300,2,40
7,2809.123495,141,2,40
7,2700.51121,317,2,40
7,2656.612488,180,2,40
7,2877.70972,257,3,43
7,2601.244413,296,3,43
7,2963.29574,382,3,43
7,2951.273139,393,3,43
7,2701.951803,82,3,43
7,2861.350597,85,3,43
7,2979.073782,152,3,43
7,3097.313348,264,3,43
7,2913.100948,351,3,43
7,2953.403696,276,3,43
7,2750.858455,33,3,43
7,2751.378862,128,3,43
7,2856.574207,97,3,43
7,2888.347376,304,3,43
7,2824.694422,188,3,43
7,2601.891525,22,3,43
7,2959.019679,69,3,43
7,2912.391285,254,3,43
7,2514.5887,206,3,43
7,2506.79326,193,3,43
7,2512.068568,278,3,43
7,3071.175154,346,3,43
7,2966.898271,138,3,43
7,3052.968468,317,3,43
7,2504.30987,235,3,43
7,2730.115662,350,3,43
7,2553.409236,213,3,43
7,2819.604305,189,3,43
7,2702.603081,352,3,43
7,2643.009961,25,3,43
7,2978.539834,279,3,43
7,3007.779032,49,3,43
7,2810.107253,399,3,43
7,2606.422017,200,3,43
7,2715.225708,134,3,43
7,2669.078126,383,3,43
7,2510.709134,389,3,43
7,2803.65868,160,3,43
8,2965.154804,753,1,38
8,2844.110947,709,1,38
8,2520.321376,704,1,38
8,2590.818349,804,1,38
8,2790.354645,585,1,38
8,2818.394006,942,1,38
8,2730.116956,452,1,38
8,3066.856573,1367,1,38
8,2578.980124,701,1,38
8,2897.309963,1283,1,38
8,2971.871455,494,1,38
8,3008.509539,689,1,38
8,2875.830935,1124,1,38
8,2681.049379,555,1,38
8,2662.463024,675,1,38
8,2857.097327,903,1,38
